,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
11,Blondeau Tchoukuiegno,New Hampshire,AE,26,91,102.7,21.5,49.6,53.09,2.1,15.8,22.3,20.4,55,74,0.743,72,170,0.424,1.2,1.8,29.1,So,2-Jun,11,1.93679,2022,71169,"Montreal, QC",Cal Baptist,1.681854822,57,116,15,54,0.49137931,0.277777778,0,0,0,2.40164,0,-0.924959,-0.4217,-0.503259,WAC
12,Marvin Coleman,UNLV,MWC,14,14.5,86,13.8,33.9,35.44,5,14,18.2,19.3,4,9,0.444,6,16,0.375,0,3.3,29,Sr,3-Jun,31,-0.217924,2022,68154,"Las Vegas, NV",Evansville,2.4445,5,10,1,6,0.5,0.166666667,0,0,0,1.372,0,-0.0702343,-2.39585,2.32561,MVC
13,Al-Amir Dawes,Clemson,ACC,33,73.7,107.2,19.6,54.8,57.76,0.5,10.8,14.8,16.9,50,59,0.847,35,83,0.422,0.1,1.8,20.1,Jr,2-Jun,2,2.5395,2022,70627,"Newark, NJ",Seton Hall,1.388841359,22,47,13,36,0.468085106,0.361111111,0,0,0,2.83435,0,3.08141,2.79534,0.286077,BE
14,Hegel Augustin,Central Connecticut,NEC,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,3-Jun,5,-0.320013,2022,75625,"Queens, NY",Prairie View A&M,0,NA,NA,NA,NA,0,0,NA,NA,0,0.0254834,0,-9.89636,-6.38982,-3.50654,SWAC
15,Dominick Welch,St. Bonaventure,A10,33,93.4,106.3,17.2,54.6,55.92,4,15,8.1,15.9,28,36,0.778,52,102,0.51,2.1,2,10.4,Sr,5-Jun,1,2.60232,2022,66384,"Buffalo, NY",Alabama,0.964289923,37,62,16,41,0.596774194,0.390243902,8,9,0.888888889,3.76974,0,2.88188,2.02447,0.857417,SEC
16,Andre Curbelo,Illinois,B10,19,27.6,82.1,32,34.9,40.99,3.5,14,31.7,26.7,38,51,0.745,43,115,0.374,0.5,2.2,34.2,So,1-Jun,5,0.89595,2022,73661,"Vega Baja, Puerto Rico",St. John's,1.132066679,26,59,17,56,0.440677966,0.303571429,0,0,0,2.44496,0,-2.77191,-3.71522,0.943316,BE
17,Gus Okafor,Southeastern Louisiana,Slnd,29,76.7,104.9,22.6,48.2,53.52,5.5,18.3,10.7,13.9,96,119,0.807,80,160,0.5,1.7,2.3,35.6,Jr,6-Jun,35,2.14259,2022,66136,"Baltimore, MD",Wichita St.,0.983052743,55,90,25,70,0.611111111,0.357142857,11,11,1,1.94743,0,-0.836774,1.04388,-1.88066,Amer
18,Ezra Manjon,UC Davis,BW,22,85.5,94.6,28.6,43.5,46.87,2.8,9.2,23.1,14.9,58,80,0.725,131,291,0.45,1.2,1.5,24.3,So,11-May,5,1.95857,2022,70597,"Antioch, CA",Vanderbilt,1.306468471,67,118,64,173,0.56779661,0.369942197,1,2,0.5,2.75935,0,-1.27668,-0.275292,-1.00139,SEC
19,RayQuawndis Mitchell,Illinois Chicago,Horz,16,51.2,95.5,16.2,45.5,49.32,1.7,9.5,6.1,13.3,22,27,0.815,12,27,0.444,0.2,0.6,22.1,Jr,5-Jun,21,0.236786,2021,66128,"Atlanta, GA",UMKC,0.882352941,6,16,6,11,0.375,0.545454545,0,0,0,1.97461,0,-4.22691,-2.73165,-1.49526,Sum
20,Alem Huseinovic,Nevada,MWC,22,15.1,78,11.9,36,45.6,3.9,7.6,2.8,29,10,12,0.833,6,11,0.545,0,1.9,48,So,4-Jun,3,-0.430719,2022,73475,"Zenica, Bosnia-Herzegovina",Rice,0.2728,4,6,2,5,0.666666667,0.4,0,0,0,0.640368,0,-6.15189,-5.01256,-1.13933,CUSA
21,Efton Reid,LSU,SEC,34,48.7,96.6,17.8,53.2,53.04,8.6,15.9,4.8,22.5,14,29,0.483,92,167,0.551,5.4,1.4,15.5,Fr,11-Jun,15,0.864741,2022,75685,"Richmond, VA",Gonzaga,0.340422454,53,80,39,87,0.6625,0.448275862,19,20,0.95,2.7194,0,-0.505441,-2.97203,2.46659,WCC
22,Kendric Davis,SMU,Amer,32,83.5,115.8,27.6,53.1,60.28,1.7,9.5,28,16.3,177,204,0.868,107,212,0.505,0.3,2.6,48.7,Sr,Jun-00,3,5.42854,2022,65589,"Houston, TX",Memphis,1.651162791,59,102,55,120,0.578431373,0.458333333,0,0,0,3.80722,0,6.964,5.39017,1.57383,Amer
23,Marcus Williams,Texas A&M,SEC,26,40.7,83.9,24,41.4,43.26,1.6,8.8,27.1,26.9,25,41,0.61,51,120,0.425,0.5,2.9,19.2,So,2-Jun,1,0.468875,2022,73646,"Dickinson, TX",San Francisco,1.291633855,33,61,18,59,0.540983607,0.305084746,3,3,1,2.66799,0,-2.11825,-2.4311,0.312848,WCC
24,Wayne Bristol Jr.,Howard,MEAC,31,78.5,95.3,22.5,49.2,53.82,3.3,11.6,12.9,21.4,83,104,0.798,85,205,0.415,1.4,1.4,32,Fr,6-Jun,31,1.12092,2020,71954,"Upper Marlboro, MD",Georgetown,0.69411445,37,86,48,119,0.430232558,0.403361345,3,6,0.5,0.675732,0,-4.47399,-0.389139,-4.08485,BE
25,Kyler Filewich,Southern Illinois,MVC,30,28.1,96.6,22.4,52.4,52.45,6.8,25.8,7.2,16,15,30,0.5,54,103,0.524,2,0.8,29.1,So,9-Jun,14,0.567784,2022,73776,"Winnipeg, MB",Wofford,0.5,44,76,10,27,0.578947368,0.37037037,5,5,1,1.19433,0,-2.34888,-2.26151,-0.0873777,SC
26,Sheldon Edwards,Valparaiso,MVC,30,64.1,101.8,24.1,52.3,55.34,2.1,17.9,9.9,14.4,51,64,0.797,54,106,0.509,3.6,2.7,22.5,So,4-Jun,13,1.95397,2022,73717,"West Palm Beach, FL",Loyola Chicago,0.934817391,32,56,22,50,0.571428571,0.44,4,4,1,2.3743,0,3.36497,3.04839,0.316585,MVC
27,Shon Robinson,San Jose St.,MWC,29,52.2,96.8,20.7,52.1,55.28,4.7,20.9,12.8,21.9,37,50,0.74,65,110,0.591,3.5,1.9,29.8,So,9-Jun,2,1.0782,2022,71264,"Chicago, IL",Austin Peay,0.787196017,56,85,9,25,0.658823529,0.36,24,26,0.923076923,1.69697,0,-0.151848,-0.566126,0.414278,OVC
28,Victor Enoh,Marist,MAAC,28,42.6,99,11.7,50,51.91,11.8,16.5,3,25.6,18,32,0.563,29,58,0.5,3.9,1,55.2,Sr,7-Jun,11,-0.0115325,2022,50699,"Decatur, GA",UNC Wilmington,0.346112427,21,44,8,14,0.477272727,0.571428571,4,4,1,1.51768,0,-3.53014,-3.5858,0.0556534,CAA
29,Abdoulaye Thiam,Minnesota,B10,15,4,60.4,25.9,25,33.52,2.4,7.3,7.7,24,4,4,1,4,10,0.4,0,2.5,25,Fr,3-Jun,2,-0.216564,2022,75385,"Orlando, FL",High Point,0.399939994,3,8,1,2,0.375,0.5,0,0,0,0.286553,0,-13.9585,-11.5165,-2.44204,BSth
30,Eric Hunter Jr.,Purdue,B10,37,63.9,113.5,13.1,56.1,58.14,2.5,7,12.7,20.1,37,54,0.685,46,95,0.484,0.1,1.5,31.2,Sr,4-Jun,2,1.86067,2022,65483,"Indianapolis, IN",Butler,1.738172848,35,60,11,35,0.583333333,0.314285714,2,2,1,2.39532,0,2.32917,1.29257,1.0366,BE
31,Brandon Rush,Fairleigh Dickinson,NEC,25,65.8,97,27.6,45.7,50.21,2.2,10.2,15.4,15.5,66,79,0.835,84,180,0.467,0.3,1.6,25.1,Jr,3-Jun,2,1.67172,2022,70801,"Warrensville Heights, OH",Youngstown St.,0.865384615,65,128,19,52,0.5078125,0.365384615,8,9,0.888888889,0.887374,0,-2.55338,1.24827,-3.80165,Horz
32,Hayden Brown,The Citadel,SC,27,78.5,106.8,28.5,54.9,56.79,7.3,24.1,14.2,14.1,106,170,0.624,155,261,0.594,0.6,1.8,45.9,Sr,5-Jun,33,3.44998,2022,51021,"Greer, SC",South Carolina,1,136,217,19,43,0.626728111,0.441860465,14,14,1,2.68397,0,2.17414,3.01369,-0.839548,SEC
33,AJ Neal,Long Beach St.,BW,14,5.7,81.2,22.8,47.5,49.77,1.6,1.7,2.7,24.1,8,15,0.533,5,8,0.625,0,1.6,75,Fr,1-Jun,22,-0.015669,2022,74780,"Orlando, FL",Chicago St.,0.5,4,4,1,4,1,0.25,0,0,0,0.343466,0,-8.3323,-5.07753,-3.25478,WAC
34,Jalen Gabbidon,Yale,Ivy,30,71,104.3,20.6,54.2,59.54,3.8,10.1,10.2,21.2,85,106,0.802,80,130,0.615,1.6,2.7,44.9,Sr,5-Jun,0,1.78792,2022,66675,"Harrisburg, PA",Colorado,0.686577523,68,110,11,19,0.618181818,0.578947368,5,6,0.833333333,2.85816,0,1.66694,-0.0491075,1.71605,P12
35,Dontaie Allen,Kentucky,SEC,19,9.3,93.8,19.7,35.6,38.03,5.5,14.9,7.5,9.3,4,4,1,8,15,0.533,2.5,0.9,7.7,So,6-Jun,11,0.277163,2022,70945,"Falmouth, KY",Western Kentucky,1.50023753,5,7,3,7,0.714285714,0.428571429,3,3,1,0.705422,0,-2.2481,-1.84435,-0.403749,CUSA
36,Shaun Williams,Cal St. Bakersfield,BW,8,12.7,74,27,35.7,36.87,0.9,13.5,17.7,21.7,2,2,1,11,36,0.306,1.1,3.4,3.6,So,3-Jun,1,-0.2771,2022,65581,"St. Louis, MO",Illinois Chicago,1.333333333,6,18,5,18,0.333333333,0.277777778,0,0,0,1.45317,0,-4.51445,-4.88185,0.3674,Horz
37,Saquan Singleton,New Mexico,MWC,23,37.8,98.8,14.8,57.7,54.31,4.3,13.5,12.1,20.8,20,49,0.408,39,68,0.574,1.8,2.3,62.8,Sr,6-Jun,1,0.595674,2022,72902,"Bronx, NY",George Mason,1.222222222,34,47,5,21,0.723404255,0.238095238,5,5,1,1.61668,0,-0.513079,-1.70214,1.18907,A10
38,Noah Taitz,Stanford,P12,14,15.5,98.7,17,51.7,51.77,1.2,12.3,10.3,19.4,3,6,0.5,6,21,0.286,0,1.5,10.3,So,3-Jun,20,0.601863,2022,73704,"Las Vegas, NV",Loyola Marymount,0.90912562,4,9,2,12,0.444444444,0.166666667,1,1,1,1.26524,0,-0.494218,-0.321878,-0.17234,WCC
39,Akolda Mawein,Oklahoma,B12,18,4.6,110.7,20,59.4,61.45,14.5,24.4,12.4,22.9,3,4,0.75,8,13,0.615,0,2.7,25,Jr,8-Jun,11,0.400667,2022,74860,"Sydney, Australia",Sacramento St.,0.799856012,7,12,1,1,0.583333333,1,2,2,1,0.473216,0,6.72033,3.74227,2.97806,BSky
40,Ethan Wright,Princeton,Ivy,28,82.1,115.1,20.9,59.7,60.58,3.9,21.3,9.2,13.4,34,49,0.694,95,155,0.613,0.8,1.9,15.1,Sr,4-Jun,14,3.28497,2022,65822,"Newton Centre, MA",Colorado,1.020449397,89,138,6,18,0.644927536,0.333333333,4,4,1,2.72224,0,2.87451,3.4122,-0.537686,P12
41,Derek Fountain,Mississippi St.,SEC,25,15.2,97.3,14.9,36.4,43.77,6.4,19,9.5,15.4,14,18,0.778,13,32,0.406,3.6,3.2,40.9,So,9-Jun,20,0.249021,2022,73504,"Holly Springs, MS",LSU,1.375,9,15,4,17,0.6,0.235294118,1,2,0.5,1.04039,0,2.02182,-0.840246,2.86206,SEC
42,Jalen Hawkins,Norfolk St.,MEAC,26,65.4,104.4,22.7,53.2,56.35,2.7,11.3,12.1,18.1,70,102,0.686,73,138,0.529,0.8,2.6,41.3,Sr,2-Jun,3,1.96348,2022,71798,"Bronx, NY",Morehead St.,0.79246052,53,89,20,49,0.595505618,0.408163265,0,0,0,2.48689,0,0.929858,0.654164,0.275693,OVC
43,Darius Beane,Cal St. Northridge,BW,23,43.3,82.6,17.4,37.1,42.38,3.9,11.2,6.6,18.7,26,33,0.788,40,106,0.377,0.7,2,27.5,Sr,3-Jun,25,-0.409361,2022,66117,"Carbondale, IL",Lindenwood,0.666666667,16,29,24,77,0.551724138,0.311688312,2,2,1,1.18632,0,-5.76254,-3.72852,-2.03402,OVC
44,Ethan Igbanugo,North Dakota,Sum,27,55.3,92.6,21.4,43.3,46.88,1.2,11.1,10.1,13,51,80,0.637,36,106,0.34,1,0.7,36.7,Sr,2-Jun,21,0.376741,2022,65999,"Lakeville, MN",Cal St. Northridge,1.08828045,27,63,9,43,0.428571429,0.209302326,0,0,0,0.755208,0,-5.81242,-2.15821,-3.65421,BW
45,Matija Svetozarevic,Portland,WCC,21,15.4,94.3,15.4,38.9,47.43,3.6,15,8.3,16.8,14,14,1,7,20,0.35,0.6,1.1,31.1,Fr,8-Jun,13,0.0516075,2022,75406,"Nis, Yugoslavia",Hawaii,0.916810427,6,13,1,7,0.461538462,0.142857143,1,1,1,0.750706,0,-2.42577,-1.9888,-0.436973,BW
46,Hassan Diarra,Texas A&M,SEC,39,37.3,93.4,23.7,43.8,48.7,1.2,12.3,17.5,21.4,54,74,0.73,43,105,0.41,1.6,2.5,36.8,So,2-Jun,5,0.849047,2022,73259,"Queens, NY",Connecticut,1.076923077,35,67,8,38,0.52238806,0.210526316,0,1,0,1.74789,0,0.842486,-0.463076,1.30556,BE
47,Austin Harvell,Tennessee Tech,OVC,6,2.1,77.8,16.3,31.3,31.25,4.2,21.7,13,13.5,0,0,0,1,2,0.5,21,2.2,0,Fr,6-Jun,23,-0.149992,2022,73758,"Athens, AL",Alabama A&M,2,0,1,1,1,0,1,0,0,0,0.561924,0,4.11337,-0.578243,4.69161,SWAC
48,Josh Taylor,Georgia,SEC,10,3.1,90.8,14.6,62.5,61.45,6.1,14.5,0,29.4,1,2,0.5,5,8,0.625,0,2.9,25,So,9-Jun,12,0.0644525,2022,72433,"Atlanta, GA",East Tennessee St.,0,5,7,0,1,0.714285714,0,0,0,0,0.300981,0,-1.70981,-1.00908,-0.700734,SC
49,Malachi Rhodes,Bucknell,Pat,32,31.4,85.2,21.9,50.5,51.7,9.4,27.3,8.6,28.7,23,42,0.548,41,84,0.488,3,1.1,42.4,Jr,8-Jun,3,-0.0592831,2022,70477,"Atlanta, GA",McNeese St.,0.409090909,23,44,18,40,0.522727273,0.45,3,3,1,0.68814,0,-7.58499,-5.12839,-2.4566,Slnd
50,John Ojiako,Virginia Tech,ACC,20,8.6,122.2,21,59.4,63.13,21.3,19.3,3.3,16.9,9,11,0.818,19,32,0.594,6.7,0,34.4,Jr,10-Jun,21,0.883685,2022,70537,"Lagos, Nigeria",George Mason,0.285714286,12,17,7,15,0.705882353,0.466666667,6,6,1,0.658795,0,2.84428,2.2164,0.627885,A10
51,Devon Hancock,Milwaukee,Horz,26,26.2,86.1,14.4,43.8,46.1,1.1,8.7,6.6,18.9,9,13,0.692,8,26,0.308,0,0.5,17.8,Fr,3-Jun,1,-0.419653,2022,73794,"Dellas, TX",Louisiana Monroe,0.687478907,5,12,3,14,0.416666667,0.214285714,0,0,0,0.561346,0,-7.71439,-4.83087,-2.88352,SB
52,Jayden Stone,Grand Canyon,WAC,13,8.7,121.7,18.5,61.4,66.5,5.5,11.5,11.7,19.1,13,17,0.765,9,13,0.692,0,1.2,77.3,So,4-Jun,14,0.899035,2022,73761,"Perth, Australia",Detroit,1,8,11,1,2,0.727272727,0.5,1,2,0.5,0.796767,0,1.36975,0.907141,0.462608,Horz
53,Aaron Cash,Texas A&M,SEC,36,26.8,119.6,10.5,52.3,52.34,13.3,14.9,3.9,10.5,8,16,0.5,34,63,0.54,5,2.2,24.6,Jr,6-Jun,0,0.944971,2022,74679,"San Francisco, CA",UT Arlington,1.375115634,30,53,4,10,0.566037736,0.4,9,12,0.75,1.46552,0,2.32104,0.193605,2.12743,SB
54,Grant Slatten,Mississippi,SEC,6,1.2,56.5,30.9,40,36.53,7.8,8.2,13.9,38.6,0,1,0,2,4,0.5,0,8,20,Fr,5-Jun,10,-0.201831,2022,74344,"Sparta, TN",Tennessee Tech,0.3334,0,0,2,4,0,0.5,0,0,0,0.305275,0,-6.50037,-7.88692,1.38655,OVC
55,Robbie Armbrester,Houston,Amer,17,4.1,74,21.4,53.1,45.1,1.8,14.4,2.8,22.6,3,13,0.231,7,14,0.5,0,5.9,81.3,Fr,4-Jun,2,-0.101801,2022,75166,"Atlanta, GA",Stephen F. Austin,0.199931996,7,12,0,2,0.583333333,0,3,4,0.75,0.575278,0,-3.00854,-6.87667,3.86813,WAC
56,Deuce Turner,Bucknell,Pat,11,45.6,85.8,27.2,39,47.63,1.7,9.7,15.7,21.2,31,39,0.795,21,48,0.438,0.4,2.7,50.6,Fr,2-Jun,4,0.302249,2021,73818,"Coatesville, PA",San Diego,0.78262949,11,21,10,27,0.523809524,0.37037037,2,2,1,1.23154,0,-4.78499,-2.92005,-1.86494,WCC
57,Tristen Newton,East Carolina,Amer,30,86.3,106.4,27.9,49.9,57.46,2.7,13,34.4,20.7,152,173,0.879,117,235,0.498,1,2.4,45.6,So,5-Jun,2,4.19373,2022,71620,"El Paso, TX",Connecticut,1.451899501,54,91,63,144,0.593406593,0.4375,4,4,1,3.03808,0,4.79328,4.03897,0.75431,BE
58,Trace Young,Alabama St.,SWAC,20,41.8,92.5,25.1,51.3,54.56,2.7,21.4,12.4,25.2,35,43,0.814,50,97,0.515,3.8,1.8,22.2,Jr,8-Jun,0,1.19143,2022,66100,"Owensboro, KY",Jackson St.,0.473684211,24,43,26,54,0.558139535,0.481481481,4,5,0.8,1.97505,0,-0.00926367,0.693278,-0.702541,SWAC
59,Austin Johnson,UC Irvine,BW,23,54.5,108.7,14.9,51,56.18,8.9,22.6,1.7,16.4,29,34,0.853,53,104,0.51,12.4,0.5,32.7,Jr,9-Jun,13,1.14979,2022,71208,"Austell, GA",North Carolina A&T,0.185185185,41,68,12,36,0.602941176,0.333333333,10,10,1,2.88206,0,3.16749,-0.900329,4.06782,BSth
60,Nick Hittle,Indiana St.,MVC,14,7.4,119.3,14.8,60.4,62.12,1.5,16.5,5,4.6,2,2,1,1,1,1,0,0,8.3,Fr,10-Jun,50,0.546859,2022,73452,"Indianpolis, IN",Southern Indiana,1,1,1,0,0,1,0,0,0,0,0.454455,0,0.380984,0.136212,0.244773,OVC
61,Adong Makuoi,Northern Illinois,MAC,30,42.1,94.7,20.6,53,53.74,10.2,12.9,3.6,20.7,33,61,0.541,70,132,0.53,2.7,1.4,46.2,Sr,9-Jun,13,0.454517,2022,72669,"Edmonton, AB",Tennessee St.,0.216249088,55,90,15,42,0.611111111,0.357142857,15,16,0.9375,1.31717,0,-5.60557,-4.70538,-0.900192,OVC
62,DQ Nicholas,Southeast Missouri St.,OVC,26,49.7,117.4,16.8,56.8,61.85,2.1,14.6,14.4,14.9,60,78,0.769,48,96,0.5,0.4,1.6,55.7,So,1-Jun,11,2.00253,2022,71943,"Atlanta, GA",Gardner Webb,1.63337689,41,64,7,32,0.640625,0.21875,0,0,0,1.20396,0,0.400988,1.61409,-1.2131,BSth
63,Derrick Carter-Hollinger,Montana,BSky,29,53,100,16.4,52.6,54.68,3.7,10.7,8.7,16.5,29,45,0.644,44,92,0.478,3.4,1.6,33.3,Jr,5-Jun,35,0.365752,2022,71939,"San Diego, CA",Bethune Cookman,1.033386667,23,38,21,54,0.605263158,0.388888889,3,3,1,1.54796,0,-2.00758,-2.42647,0.418885,SWAC
64,Max Klesmit,Wofford,SC,29,77.8,108,24.2,53.3,57.54,1.9,10.9,12.6,16.2,79,94,0.84,81,141,0.574,0.5,3,28.6,So,3-Jun,2,3.00039,2022,73766,"Neenah, WI",Wisconsin,0.876907669,55,94,26,47,0.585106383,0.553191489,1,1,1,2.93625,0,1.54988,1.04957,0.500308,B10
65,Souleymane Koureissi,Richmond,A10,14,4,62.2,23.9,33.3,39.94,4,5.9,11.9,37.4,5,9,0.556,4,9,0.444,0,1,75,Sr,9-Jun,2,-0.30418,2022,66192,"Harlem, NY",Radford,0.444392596,4,7,0,2,0.571428571,0,1,1,1,0.320971,0,-15.2779,-11.1709,-4.107,BSth
66,Austin Patterson,Wofford,SC,30,59.8,115.9,12.5,62.1,64.41,0.6,13.7,8.9,18.6,29,38,0.763,17,36,0.472,0.6,2.9,30.6,Fr,3-Jun,15,1.37146,2022,74165,"Sonora, CA",Sacramento St.,1.27587729,13,27,4,9,0.481481481,0.444444444,0,1,0,2.24128,0,2.82077,0.89939,1.92138,BSky
67,Bubba Parham,Georgia Tech,ACC,2,3.3,39.4,7.6,0,0,0,2.9,15.7,0,0,0,0,0,0,0,0,4.3,0,Sr,10-May,3,-3.81184,2022,51048,"Snellville, GA",Samford,0,0,0,0,0,0,0,0,0,0,2.4141,0,-3.77378,-6.49342,2.71964,SC
68,Andrew Carr,Delaware,CAA,34,70.4,112.8,18.5,60.2,61.85,7.9,14,8.8,18.6,69,105,0.657,110,183,0.601,4.1,1.8,46.7,So,9-Jun,21,2.402,2022,72542,"West Chester, PA",Wake Forest,0.767834376,87,132,23,51,0.659090909,0.450980392,29,31,0.935483871,2.33002,0,1.97752,1.34957,0.627946,ACC
69,Marcus Dockery,Maryland,B10,8,2.7,103.1,22.5,50,52.14,6.6,3.2,12.2,15,2,3,0.667,3,5,0.6,0,0,25,So,2-Jun,0,0.35266,2022,72231,"Washington, DC",Howard,1,2,4,1,1,0.5,1,0,0,0,0.334294,0,-4.28405,-0.346688,-3.93737,MEAC
70,Mihai Carcoana,Toledo,MAC,31,12.7,101,20.1,48,49.89,14.3,21.6,2,16.9,9,15,0.6,22,41,0.537,4.5,0.3,30.6,Fr,11-Jun,13,0.245928,2022,75508,"Ludus, Romania",South Dakota,0.363583479,17,28,5,13,0.607142857,0.384615385,1,1,1,0.563143,0,-5.95894,-4.68841,-1.27054,Sum
71,Kolby Lee,BYU,WCC,24,22,110.3,19.5,54.6,55.47,8,14.5,13,15.2,5,7,0.714,34,59,0.576,0,0.7,9.2,Jr,9-Jun,40,0.95444,2021,66582,"Meridian, ID",Idaho St.,1.769230769,9,16,25,43,0.5625,0.581395349,2,2,1,1.07791,0,3.3726,1.91357,1.45903,BSky
72,Adam Miller,Illinois,B10,31,63,101.5,15.6,50.4,52.01,1.4,10.4,5.2,15,26,38,0.684,38,77,0.494,0.1,1.3,16.5,Fr,3-Jun,44,1.36802,2021,73217,"Peoria, IL",LSU,0.757632691,24,41,14,36,0.585365854,0.388888889,4,4,1,3.1168,0,1.79152,0.172813,1.61871,SEC
73,Tommy Bruner,Jacksonville,ASun,9,15.9,91.9,25.1,46.2,48.66,0.7,10.5,17.3,22.3,6,6,1,14,33,0.424,0,3.4,9.1,So,1-Jun,1,0.620752,2022,71610,"Columbia, SC",Denver,1.411791695,7,13,7,20,0.538461538,0.35,0,0,0,1.96068,0,0.129878,-1.29203,1.42191,Sum
74,Rondel Walker,Oklahoma St.,B12,30,54.5,93.1,13.1,44.2,47.57,1.9,10.9,9.1,20.5,21,26,0.808,27,57,0.474,0.7,4.2,18.7,So,4-Jun,5,0.30679,2022,72486,"Midwest City, OK",TCU,1.064550469,22,40,5,17,0.55,0.294117647,4,4,1,3.07407,0,3.90366,-1.16981,5.07347,B12
